,Age,Hours_per_week,Workclass_cat_new,Education_cat_new,Marital_Status_cat_new,Occupation_cat,Race_cat,Sex_cat,Income
15383,31,40,2,6,2,2,4,1,<=50K
15384,22,60,2,6,1,11,4,1,<=50K
15385,45,32,2,1,2,3,4,1,<=50K
15386,34,45,2,1,4,11,4,1,<=50K
15387,64,20,2,6,2,3,4,1,<=50K
15388,42,65,0,1,2,4,4,1,<=50K
15389,60,70,0,6,2,11,4,1,<=50K
15390,44,58,2,6,1,2,4,1,<=50K
15391,53,38,0,0,2,9,4,1,>50K
15392,37,50,2,7,2,13,4,1,>50K
15393,23,35,2,6,1,7,4,0,<=50K
15394,55,41,2,5,2,2,4,1,<=50K
15395,58,24,2,3,1,0,4,0,>50K
15396,74,25,0,1,2,3,4,1,>50K
15397,27,40,2,6,1,0,4,1,<=50K
15398,37,40,2,6,0,0,2,0,<=50K
15399,44,70,0,4,2,7,4,1,<=50K
15400,23,40,2,7,1,0,4,1,<=50K
15401,45,55,2,1,2,12,1,1,>50K
15402,29,40,2,6,0,6,4,1,<=50K
15403,33,45,2,1,1,11,4,1,>50K
15404,61,60,1,3,2,3,4,1,>50K
15405,29,45,2,7,2,11,3,0,>50K
15406,22,38,2,1,1,11,4,1,<=50K
15407,30,40,2,1,2,9,4,0,<=50K
15408,20,20,2,1,1,5,4,1,<=50K
15409,45,50,2,6,2,2,4,1,>50K
15410,42,40,2,7,0,3,4,0,<=50K
15411,34,40,2,6,1,2,4,1,<=50K
15412,31,60,2,1,2,9,4,1,>50K
15413,23,40,2,1,1,3,4,0,<=50K
15414,50,50,2,6,2,2,4,1,<=50K
15415,40,40,2,4,2,3,4,1,>50K
15416,57,45,2,6,0,0,4,0,<=50K
15417,35,27,2,1,2,0,4,0,<=50K
15418,24,45,2,1,1,3,4,1,<=50K
15419,27,15,2,1,1,0,4,0,<=50K
15420,27,40,1,1,1,10,4,0,>50K
15421,45,40,0,6,2,11,4,1,<=50K
15422,80,30,2,2,2,9,4,1,<=50K
15423,23,50,1,1,1,7,4,1,<=50K
15424,46,40,2,1,2,3,4,1,>50K
15425,38,40,2,1,2,11,4,1,>50K
15426,50,60,2,6,0,11,4,1,<=50K
15427,55,50,2,1,2,11,4,1,<=50K
15428,65,40,2,1,3,0,4,0,<=50K
15429,37,40,2,4,0,2,4,1,<=50K
15430,39,40,1,6,2,0,4,0,<=50K
15431,38,40,2,7,2,2,4,1,<=50K
15432,46,50,2,1,2,3,4,1,>50K
15433,50,65,2,6,2,11,4,1,>50K
15434,54,40,2,7,2,3,4,1,>50K
15435,40,50,2,3,1,11,4,1,>50K
15436,30,40,2,5,2,2,4,1,<=50K
15437,50,35,2,6,2,4,4,1,<=50K
15438,28,30,2,1,1,2,4,1,<=50K
15439,34,53,2,7,2,2,4,1,<=50K
15440,55,40,2,6,0,5,4,1,<=50K
15441,20,40,2,6,1,5,4,1,<=50K
15442,21,35,2,1,1,0,4,1,<=50K
15443,39,20,2,1,0,7,4,0,<=50K
15444,43,40,2,6,2,2,4,1,>50K
15445,33,40,1,6,1,7,0,1,<=50K
15446,26,40,2,1,1,0,4,0,<=50K
15447,45,40,1,2,2,9,4,1,>50K
15448,31,65,1,1,1,7,4,0,<=50K
15449,60,50,0,6,2,11,4,1,<=50K
15450,41,40,2,6,2,6,4,1,>50K
15451,21,20,2,1,1,7,2,1,<=50K
15452,27,36,2,1,0,0,2,0,<=50K
15453,43,40,2,6,2,2,4,1,<=50K
15454,27,40,2,4,2,2,4,1,>50K
15455,18,40,0,4,1,4,4,1,<=50K
15456,48,40,0,1,2,3,4,1,>50K
15457,37,50,2,5,0,3,4,1,<=50K
15458,58,40,2,6,2,6,4,1,<=50K
15459,57,40,2,4,2,13,2,1,>50K
15460,42,40,1,1,1,0,4,0,>50K
15461,24,40,2,6,1,0,4,1,<=50K
15462,26,15,2,1,1,7,4,1,<=50K
15463,43,50,0,6,0,2,4,1,<=50K
15464,34,40,2,4,2,2,4,1,<=50K
15465,38,40,2,1,2,3,4,0,<=50K
15466,51,45,0,4,2,4,4,1,>50K
15467,49,35,0,2,2,9,4,0,>50K
15468,26,40,2,1,1,0,4,0,<=50K
15469,28,20,2,6,0,13,2,0,<=50K
15470,22,37,1,1,2,11,4,1,<=50K
15471,26,40,2,6,0,2,4,1,<=50K
15472,45,40,2,4,2,7,4,1,>50K
15473,39,40,2,1,0,3,4,0,<=50K
15474,23,40,2,6,2,11,4,1,<=50K
15475,42,60,1,1,2,9,4,1,>50K
15476,39,40,1,6,2,2,4,1,<=50K
15477,43,40,1,7,0,2,4,1,<=50K
15478,33,70,0,1,1,4,4,1,<=50K
15479,68,20,1,1,2,3,4,1,<=50K
15480,32,40,2,1,1,0,1,1,<=50K
15481,25,40,2,1,1,0,3,1,<=50K
15482,38,55,2,7,2,3,4,1,>50K
15483,20,40,2,6,1,6,4,1,<=50K
15484,26,40,2,6,2,2,4,1,<=50K
15485,23,40,2,6,1,13,4,1,<=50K
15486,43,40,1,6,0,12,4,0,<=50K
15487,29,36,1,1,1,10,4,1,<=50K
15488,34,36,2,4,4,7,4,0,<=50K
15489,24,35,2,1,1,11,4,1,<=50K
15490,44,35,1,3,2,9,4,1,>50K
15491,19,40,2,1,1,0,4,1,<=50K
15492,47,40,2,1,2,0,4,1,>50K
15493,40,48,2,1,0,7,4,0,<=50K
15494,45,45,2,6,3,11,4,0,<=50K
15495,43,45,2,6,4,5,2,0,<=50K
15496,50,50,2,2,0,9,4,1,>50K
15497,29,40,2,1,1,9,4,1,<=50K
15498,47,50,2,1,1,3,4,1,<=50K
15499,21,40,2,6,1,0,4,0,<=50K
15500,30,50,0,6,2,3,4,1,>50K
15501,74,40,0,0,0,9,4,1,<=50K
15502,70,70,0,1,2,4,4,1,<=50K
15503,27,40,2,7,2,2,4,1,<=50K
15504,32,46,1,1,0,0,1,0,<=50K
15505,30,50,2,4,2,5,4,1,<=50K
15506,29,56,1,7,0,10,4,1,<=50K
15507,18,40,2,4,1,5,4,1,<=50K
15508,31,40,2,6,2,2,4,1,>50K
15509,39,70,1,1,2,10,4,1,<=50K
15510,21,30,2,1,1,7,4,0,<=50K
15511,31,38,2,6,2,13,4,1,<=50K
15512,33,40,1,1,2,10,4,1,<=50K
15513,39,70,2,0,0,9,4,1,>50K
15514,29,40,2,6,2,2,4,1,<=50K
15515,34,40,2,1,2,12,4,1,<=50K
15516,52,55,1,1,3,3,4,0,<=50K
15517,35,25,2,6,1,11,4,1,<=50K
15518,33,40,2,4,2,2,4,1,<=50K
15519,43,50,2,1,2,3,1,1,>50K
15520,51,40,1,1,2,3,4,1,>50K
15521,36,30,2,6,1,7,4,0,<=50K
15522,17,40,1,4,1,9,4,0,<=50K
15523,32,40,2,6,2,2,4,1,<=50K
15524,39,40,2,6,1,6,2,0,<=50K
15525,19,60,0,1,1,4,4,1,<=50K
15526,54,40,2,4,0,0,4,1,>50K
15527,45,50,2,1,0,9,4,1,>50K
15528,47,40,1,1,0,9,2,0,<=50K
15529,49,98,0,6,2,4,4,1,<=50K
15530,32,40,2,6,0,0,4,0,<=50K
15531,28,50,0,6,2,2,4,1,<=50K
15532,39,40,0,1,2,11,4,1,<=50K
15533,27,50,0,6,1,11,4,1,<=50K
15534,42,38,1,3,2,9,4,0,>50K
15535,24,44,2,1,2,9,4,1,<=50K
15536,45,45,2,1,2,2,4,1,>50K
15537,19,30,2,6,1,7,4,1,<=50K
15538,46,40,2,4,2,13,4,1,>50K
15539,50,40,2,6,2,13,4,1,<=50K
15540,32,42,2,6,1,0,4,0,<=50K
15541,47,50,0,0,2,9,4,1,>50K
15542,43,50,0,6,2,4,4,1,<=50K
15543,29,40,2,1,1,2,4,1,<=50K
15544,90,10,2,1,1,9,4,0,<=50K
15545,24,50,2,1,1,4,4,1,<=50K
15546,24,53,2,1,1,7,4,0,<=50K
15547,35,42,2,6,2,0,4,0,>50K
15548,30,40,2,1,1,0,4,1,<=50K
15549,46,40,2,1,4,3,4,0,<=50K
15550,19,30,1,1,1,0,4,0,<=50K
15551,43,40,2,6,2,13,4,1,<=50K
15552,35,40,2,6,1,0,4,0,<=50K
15553,65,24,2,6,3,11,4,0,<=50K
15554,34,40,2,6,0,2,4,1,<=50K
15555,41,40,2,7,2,11,4,1,<=50K
15556,24,60,0,1,1,4,4,1,<=50K
15557,24,35,2,6,1,7,0,1,<=50K
15558,39,60,0,6,2,13,4,1,>50K
15559,58,25,2,6,0,7,4,0,<=50K
15560,33,40,1,1,2,12,4,0,<=50K
15561,42,55,1,3,2,9,4,1,<=50K
15562,57,40,2,6,4,2,4,1,<=50K
15563,67,40,1,6,2,12,4,1,>50K
15564,23,40,2,6,0,2,4,1,<=50K
15565,35,40,2,1,2,9,0,1,<=50K
15566,39,60,0,1,2,4,4,1,<=50K
15567,36,40,2,6,1,2,4,1,<=50K
15568,29,13,1,7,0,7,4,0,<=50K
15569,25,40,2,6,1,5,4,1,<=50K
15570,54,45,2,4,4,13,2,1,>50K
15571,24,44,2,6,2,2,4,1,<=50K
15572,70,50,2,4,2,6,4,1,<=50K
15573,61,48,2,1,0,11,2,1,>50K
15574,51,40,1,1,2,3,4,1,<=50K
15575,38,70,0,3,2,4,4,1,<=50K
15576,51,40,2,6,0,9,4,0,>50K
15577,28,40,2,6,1,7,4,1,<=50K
15578,66,25,0,0,2,9,4,1,>50K
15579,57,60,0,6,4,4,4,1,>50K
15580,29,40,2,1,1,0,4,0,<=50K
15581,21,40,2,1,1,11,2,0,<=50K
15582,42,43,2,4,2,2,3,1,>50K
15583,74,50,2,0,2,9,4,1,>50K
15584,50,40,2,1,0,11,4,0,<=50K
15585,65,14,2,6,0,7,4,0,<=50K
15586,44,30,2,4,4,7,2,0,<=50K
15587,34,50,2,7,2,9,4,1,>50K
15588,17,10,2,4,1,7,4,1,<=50K
15589,43,60,2,1,2,13,4,1,<=50K
15590,32,40,2,7,0,0,4,0,<=50K
15591,54,40,2,1,2,11,4,1,>50K
15592,20,20,2,1,1,0,4,0,<=50K
15593,23,10,2,1,1,9,4,1,<=50K
15594,34,45,2,6,2,7,4,1,<=50K
15595,30,20,2,1,1,11,4,1,<=50K
15596,32,40,2,5,2,6,4,1,<=50K
15597,28,40,2,1,1,2,2,1,<=50K
15598,44,45,2,6,2,2,4,1,>50K
15599,37,40,2,1,2,3,4,1,<=50K
15600,56,40,0,1,2,2,4,1,<=50K
15601,27,40,2,1,1,9,4,1,<=50K
15602,34,20,2,6,0,6,4,0,<=50K
15603,37,40,2,6,0,2,4,1,<=50K
15604,66,40,0,1,2,11,4,1,>50K
15605,19,30,2,6,1,9,4,1,<=50K
15606,60,40,2,7,0,9,4,0,<=50K
15607,54,30,0,1,2,13,4,1,<=50K
15608,47,40,2,6,2,2,4,1,>50K
15609,47,48,2,1,0,9,4,1,>50K
15610,48,60,0,7,2,2,4,1,<=50K
15611,62,25,2,4,3,7,2,0,<=50K
15612,45,40,2,1,2,7,4,1,<=50K
15613,55,40,1,6,2,5,4,1,<=50K
15614,62,32,2,6,3,11,4,0,<=50K
15615,49,38,2,4,0,3,4,0,<=50K
15616,32,40,1,1,1,10,2,0,<=50K
15617,25,40,1,6,1,5,0,1,<=50K
15618,39,50,2,1,2,6,4,1,<=50K
15619,27,50,1,1,2,3,4,1,<=50K
15620,43,40,2,6,2,7,2,1,>50K
15621,21,20,2,1,1,11,4,0,<=50K
15622,33,40,2,0,2,3,4,0,>50K
15623,33,50,2,1,1,0,4,1,<=50K
15624,33,38,2,4,1,0,2,0,<=50K
15625,70,35,2,5,3,7,4,0,<=50K
15626,25,42,2,1,1,7,2,1,<=50K
15627,17,25,2,4,1,7,4,1,<=50K
15628,20,40,2,1,1,4,4,1,<=50K
15629,19,35,2,1,1,7,2,1,<=50K
15630,71,40,1,1,2,3,4,1,>50K
15631,31,40,2,7,2,3,4,1,<=50K
15632,26,55,2,1,2,11,4,1,<=50K
15633,52,40,2,3,2,3,4,1,<=50K
15634,26,40,2,1,1,3,4,0,<=50K
15635,38,45,2,6,0,6,4,1,<=50K
15636,25,40,2,1,1,7,4,1,<=50K
15637,22,9,2,1,1,9,4,0,<=50K
15638,48,40,1,1,2,10,4,1,>50K
15639,53,40,2,6,2,2,4,1,>50K
15640,30,50,0,7,0,2,4,1,<=50K
15641,44,60,2,1,2,2,4,1,>50K
15642,32,56,1,1,2,9,1,1,>50K
15643,59,20,0,4,2,2,4,1,<=50K
15644,49,40,2,1,0,5,2,0,<=50K
15645,31,50,2,6,1,2,4,1,>50K
15646,44,40,2,4,1,6,4,1,<=50K
15647,36,40,2,6,1,11,4,0,<=50K
15648,37,50,2,4,2,6,4,1,>50K
15649,29,40,2,1,1,11,2,1,<=50K
15650,52,40,2,6,0,11,4,1,<=50K
15651,37,40,2,6,2,2,4,1,<=50K
15652,21,40,2,1,1,7,4,0,<=50K
15653,36,38,2,1,0,3,2,0,<=50K
15654,24,30,2,6,1,6,2,0,<=50K
15655,31,40,2,6,1,3,2,1,<=50K
15656,54,35,1,6,3,0,4,0,<=50K
15657,44,40,2,1,2,12,4,1,<=50K
15658,18,30,2,1,1,5,3,1,<=50K
15659,41,40,2,6,2,13,4,0,<=50K
15660,37,70,0,3,0,3,4,0,<=50K
15661,31,40,2,1,2,11,4,1,<=50K
15662,48,40,2,6,0,2,4,1,<=50K
15663,26,40,2,1,2,6,2,1,<=50K
15664,63,40,2,4,2,13,4,1,<=50K
15665,19,20,2,1,1,6,4,1,<=50K
15666,42,60,0,6,2,11,4,1,<=50K
15667,64,40,1,7,2,7,1,1,>50K
15668,32,40,2,1,1,13,4,1,<=50K
15669,50,47,2,6,2,2,4,1,<=50K
15670,32,40,2,1,1,9,2,0,<=50K
15671,53,45,2,1,2,13,4,1,>50K
15672,58,40,2,1,0,11,4,1,<=50K
15673,37,40,1,1,2,2,4,1,>50K
15674,24,15,2,1,1,2,4,1,<=50K
15675,53,50,2,1,2,3,4,1,>50K
15676,23,40,2,1,1,3,3,0,<=50K
15677,30,40,2,6,2,3,4,0,<=50K
15678,38,35,2,1,1,7,4,0,<=50K
15679,28,40,2,6,1,2,4,1,<=50K
15680,19,20,2,4,1,7,4,0,<=50K
15681,45,40,2,6,2,6,2,1,<=50K
15682,26,40,2,1,1,0,4,1,<=50K
15683,33,40,2,4,1,11,4,0,<=50K
15684,54,55,2,3,2,3,4,0,>50K
15685,23,50,2,1,1,3,4,0,<=50K
15686,43,55,0,6,2,11,4,1,>50K
15687,56,40,0,4,2,3,4,1,<=50K
15688,25,40,2,4,1,2,4,1,<=50K
15689,17,25,2,4,1,7,2,0,<=50K
15690,37,68,2,6,3,0,4,0,<=50K
15691,60,40,2,7,2,12,4,1,<=50K
15692,59,40,1,1,4,3,4,0,<=50K
15693,59,40,1,6,2,2,4,1,>50K
15694,46,40,0,0,2,9,4,1,>50K
15695,24,50,2,6,1,2,4,1,<=50K
15696,29,40,2,6,2,7,4,0,>50K
15697,33,99,0,7,0,7,4,0,<=50K
15698,23,40,1,1,1,10,4,1,<=50K
15699,60,44,2,6,3,7,4,0,<=50K
15700,18,25,2,6,1,13,4,1,<=50K
15701,52,40,1,4,1,7,2,0,<=50K
15702,31,45,2,6,0,2,4,1,<=50K
15703,30,55,2,1,3,9,4,0,>50K
15704,33,40,2,6,2,5,4,1,<=50K
15705,20,32,2,1,1,7,4,0,<=50K
15706,33,50,2,7,4,0,2,0,<=50K
15707,25,35,2,6,1,7,2,0,<=50K
15708,63,20,2,6,4,2,4,0,<=50K
15709,63,35,0,1,3,3,4,1,<=50K
15710,43,30,2,6,4,11,4,0,<=50K
15711,58,40,2,4,3,6,4,0,<=50K
15712,35,40,2,7,1,0,4,0,>50K
15713,42,55,2,1,2,3,4,1,>50K
15714,20,25,1,1,1,10,4,1,<=50K
15715,35,40,2,6,0,2,4,1,<=50K
15716,62,40,2,4,2,3,4,1,<=50K
15717,41,50,2,6,0,2,4,0,<=50K
15718,43,35,0,1,2,9,4,0,<=50K
15719,19,40,2,4,1,6,4,1,<=50K
15720,46,40,2,6,1,0,4,0,<=50K
15721,47,50,2,1,2,9,4,1,>50K
15722,36,40,0,1,2,3,4,1,>50K
15723,45,40,2,7,1,0,2,0,<=50K
15724,48,30,2,4,2,2,4,1,<=50K
15725,29,40,2,7,1,0,1,0,<=50K
15726,48,40,1,1,2,3,4,1,>50K
15727,36,25,2,6,0,11,2,0,<=50K
15728,58,40,2,4,2,2,4,1,<=50K
15729,43,40,2,6,1,0,2,0,<=50K
15730,59,4,2,1,2,2,4,1,<=50K
15731,42,40,2,1,2,3,4,1,<=50K
15732,33,40,1,7,2,12,4,1,>50K
15733,23,40,1,1,1,1,4,1,<=50K
15734,21,25,2,1,1,5,4,1,<=50K
15735,32,40,1,6,2,2,4,1,<=50K
15736,31,50,2,1,2,0,4,1,>50K
15737,66,40,1,3,3,9,4,0,<=50K
15738,23,32,1,1,1,0,4,1,<=50K
15739,52,35,2,1,2,0,4,0,>50K
15740,17,15,2,4,1,5,4,1,<=50K
15741,35,43,2,1,2,11,4,1,>50K
15742,39,55,2,2,2,9,4,1,>50K
15743,24,40,2,1,1,0,4,0,<=50K
15744,25,50,2,6,1,2,4,1,<=50K
15745,29,40,1,1,1,9,2,1,<=50K
15746,56,44,2,1,2,0,4,1,>50K
15747,34,40,0,6,0,4,4,1,<=50K
15748,64,40,1,6,0,2,4,1,>50K
15749,27,39,2,6,2,0,4,1,<=50K
15750,47,40,2,6,0,6,4,1,<=50K
15751,36,42,2,1,2,12,4,1,>50K
15752,44,40,1,6,0,6,4,1,<=50K
15753,31,60,2,6,1,4,2,0,<=50K
15754,23,35,2,6,2,0,4,0,<=50K
15755,45,50,1,1,2,9,4,1,>50K
15756,31,64,1,6,1,6,4,1,<=50K
15757,45,60,2,4,2,2,4,1,<=50K
15758,33,40,2,7,2,9,4,1,>50K
15759,33,40,1,3,2,9,4,0,<=50K
15760,30,20,0,1,2,0,4,0,>50K
15761,25,42,2,1,1,6,4,1,<=50K
15762,70,8,0,3,2,3,4,1,>50K
15763,22,40,2,4,1,13,4,1,<=50K
15764,30,40,2,1,2,11,4,1,>50K
15765,46,50,2,7,2,3,4,1,>50K
15766,43,60,0,4,2,13,4,1,<=50K
15767,37,25,2,5,1,6,4,0,<=50K
15768,59,60,0,1,2,3,4,1,>50K
15769,51,45,0,6,1,4,4,1,<=50K
15770,36,60,2,1,2,3,4,1,<=50K
15771,73,6,1,5,2,9,4,1,<=50K
15772,32,40,1,3,1,9,4,0,<=50K
15773,34,50,2,6,2,11,4,1,<=50K
15774,51,40,1,6,2,13,0,1,<=50K
15775,20,45,2,6,1,6,4,0,<=50K
15776,19,20,2,1,1,7,4,1,<=50K
15777,45,40,2,4,2,11,4,1,>50K
15778,55,40,2,4,2,2,4,1,<=50K
15779,60,40,2,1,2,2,0,1,<=50K
15780,19,40,2,6,1,4,4,1,<=50K
15781,35,40,2,6,2,12,4,1,<=50K
15782,20,30,2,6,1,6,4,0,<=50K
15783,34,15,1,1,1,9,2,1,<=50K
15784,26,40,2,0,2,9,4,1,>50K
15785,73,40,1,1,3,12,4,0,<=50K
15786,27,55,2,3,2,9,4,1,<=50K
15787,37,84,0,7,1,4,4,1,<=50K
15788,73,40,0,6,2,11,4,1,<=50K
15789,46,40,1,7,2,12,4,1,>50K
15790,36,40,1,6,1,0,4,1,<=50K
15791,54,60,0,6,2,4,4,1,>50K
15792,49,50,2,4,2,7,4,1,<=50K
15793,68,40,1,6,2,4,4,1,<=50K
15794,34,50,2,1,1,3,4,1,<=50K
15795,30,40,2,7,1,9,2,1,<=50K
15796,28,50,2,1,1,11,4,1,<=50K
15797,28,50,2,4,2,3,4,1,>50K
15798,25,40,1,1,2,7,4,1,<=50K
15799,40,55,2,1,2,12,4,1,>50K
15800,32,40,1,6,0,0,4,0,<=50K
15801,18,30,2,4,1,8,4,0,<=50K
15802,36,40,2,1,2,9,2,1,<=50K
15803,26,40,2,1,1,9,4,0,<=50K
15804,24,45,2,6,1,9,4,0,<=50K
15805,90,40,1,6,2,7,4,1,<=50K
15806,27,50,2,1,4,12,4,1,<=50K
15807,58,50,1,1,0,9,4,0,<=50K
15808,37,40,2,3,2,3,4,1,>50K
15809,28,40,2,6,1,3,4,1,<=50K
15810,36,60,1,1,0,9,4,0,<=50K
15811,45,40,1,6,2,2,4,1,>50K
15812,23,48,2,6,1,11,4,1,<=50K
15813,69,35,1,6,2,3,4,1,<=50K
15814,58,40,0,6,2,3,4,1,<=50K
15815,22,20,2,6,1,0,4,1,<=50K
15816,58,35,0,1,2,4,4,1,<=50K
15817,53,60,1,1,2,10,4,1,>50K
15818,44,60,0,6,2,4,4,1,<=50K
15819,31,40,2,4,1,7,4,1,<=50K
15820,48,40,2,6,2,7,4,1,<=50K
15821,46,40,1,1,4,0,4,0,<=50K
15822,43,40,2,4,1,6,2,0,<=50K
15823,43,40,2,1,0,0,4,0,<=50K
15824,17,15,0,4,1,11,4,1,<=50K
15825,20,40,2,1,1,11,4,1,<=50K
15826,22,35,2,1,1,9,4,0,<=50K
15827,35,40,2,1,0,7,4,0,<=50K
15828,29,40,2,1,1,12,4,1,<=50K
15829,25,35,2,6,1,2,4,1,<=50K
15830,54,40,2,4,2,6,4,1,<=50K
15831,23,16,2,1,2,11,4,0,<=50K
15832,26,50,0,6,2,2,4,1,<=50K
15833,25,40,1,6,1,7,4,1,<=50K
15834,46,40,2,4,0,7,4,0,<=50K
15835,41,50,2,1,0,2,4,0,<=50K
15836,31,40,2,6,1,9,4,1,<=50K
15837,48,40,1,3,2,9,4,1,>50K
15838,52,50,0,3,0,3,2,0,<=50K
15839,22,43,1,6,1,5,4,1,<=50K
15840,18,25,2,6,1,2,4,1,<=50K
15841,46,40,2,1,1,0,4,0,<=50K
15842,34,40,1,1,1,10,4,1,<=50K
15843,30,48,1,6,2,1,0,1,<=50K
15844,31,40,2,4,1,7,4,1,<=50K
15845,21,40,2,6,2,2,4,1,<=50K
15846,41,45,0,6,0,11,4,1,<=50K
15847,45,60,1,1,2,3,4,1,>50K
15848,30,40,1,1,1,0,4,1,<=50K
15849,44,46,2,1,0,11,4,0,<=50K
15850,54,50,2,4,0,2,4,0,>50K
15851,36,40,2,6,2,2,4,1,>50K
15852,50,50,2,1,1,3,4,1,>50K
15853,26,35,2,1,1,9,2,0,<=50K
15854,47,35,1,0,2,9,4,1,<=50K
15855,36,37,2,6,1,7,4,1,<=50K
15856,32,60,0,1,2,11,0,1,<=50K
15857,21,35,2,4,1,7,4,0,<=50K
15858,30,45,2,6,2,11,4,1,<=50K
15859,55,50,0,4,2,13,4,1,<=50K
15860,43,40,2,1,2,0,4,1,<=50K
15861,37,30,2,6,1,5,0,1,<=50K
15862,28,40,1,1,1,3,4,0,<=50K
15863,39,50,2,1,2,9,4,1,<=50K
15864,35,40,0,6,2,2,4,1,<=50K
15865,26,36,2,6,1,2,4,1,<=50K
15866,68,40,2,6,2,0,4,1,<=50K
15867,46,40,2,0,0,9,4,1,>50K
15868,21,37,2,6,1,7,4,1,<=50K
15869,23,20,2,1,1,11,4,0,<=50K
15870,17,30,2,4,2,11,4,0,<=50K
15871,23,40,1,6,1,7,4,0,<=50K
15872,34,15,2,6,3,0,4,1,<=50K
15873,33,40,2,7,1,9,4,0,<=50K
15874,31,45,2,7,4,13,4,1,<=50K
15875,56,40,0,6,2,11,4,1,<=50K
15876,21,40,2,6,1,0,4,0,<=50K
15877,41,40,0,1,2,3,4,1,>50K
15878,26,30,2,4,0,5,4,0,<=50K
15879,41,40,2,4,3,7,4,0,<=50K
15880,46,55,0,3,2,3,4,1,>50K
15881,47,40,1,6,0,0,1,0,<=50K
15882,43,60,0,0,2,9,4,1,>50K
15883,35,45,2,6,2,11,4,1,<=50K
15884,44,50,0,6,0,11,4,1,<=50K
15885,58,30,0,1,2,3,4,1,>50K
15886,25,25,2,7,0,12,4,0,<=50K
15887,44,40,2,7,1,2,4,1,<=50K
15888,57,42,2,1,1,2,4,1,<=50K
15889,24,40,2,1,2,5,4,1,<=50K
15890,38,50,2,1,1,0,4,0,<=50K
15891,33,35,2,5,0,5,4,1,<=50K
15892,25,40,2,1,1,9,4,0,<=50K
15893,33,84,2,6,2,6,4,1,>50K
15894,50,52,1,1,2,10,4,1,>50K
15895,35,50,2,6,2,11,4,1,>50K
15896,36,55,2,1,0,0,4,1,>50K
15897,27,40,2,1,1,7,4,0,<=50K
15898,22,50,2,7,1,2,4,1,<=50K
15899,30,40,2,6,2,13,4,1,<=50K
15900,90,40,2,3,1,3,4,0,<=50K
15901,39,40,2,6,4,7,2,1,<=50K
15902,34,45,1,1,1,9,4,1,<=50K
15903,39,60,2,1,2,3,4,1,>50K
15904,19,4,2,1,1,7,4,0,<=50K
15905,19,40,2,4,1,2,4,1,<=50K
15906,29,40,2,6,2,2,4,1,<=50K
15907,38,45,2,1,2,12,4,1,<=50K
15908,34,40,0,5,1,2,4,1,<=50K
15909,35,40,1,7,3,3,4,0,<=50K
15910,29,40,1,1,1,9,4,1,<=50K
15911,22,40,2,6,2,13,2,1,<=50K
15912,73,60,2,7,3,9,4,1,>50K
15913,35,40,1,1,2,3,4,1,<=50K
15914,41,40,2,6,1,5,4,1,<=50K
15915,27,50,0,1,2,7,4,0,<=50K
15916,25,50,2,6,1,0,4,1,<=50K
15917,47,51,2,1,0,5,4,1,>50K
15918,36,35,2,1,2,11,4,0,>50K
15919,25,40,1,6,0,12,4,0,<=50K
15920,37,65,2,4,0,13,4,1,<=50K
15921,26,40,1,1,1,12,4,1,<=50K
15922,53,40,2,1,2,3,4,1,<=50K
15923,36,40,1,3,2,9,4,0,<=50K
15924,30,45,2,1,1,12,4,0,>50K
15925,53,40,1,1,0,7,4,0,<=50K
15926,37,45,0,6,2,2,4,1,<=50K
15927,41,40,1,6,0,2,4,1,<=50K
15928,53,55,2,1,2,5,4,1,<=50K
15929,23,32,2,1,1,7,4,1,<=50K
15930,28,50,2,6,2,4,4,1,<=50K
15931,53,40,1,4,2,7,4,1,<=50K
15932,32,20,2,6,2,13,4,1,>50K
15933,33,50,2,1,1,0,4,0,<=50K
15934,52,40,2,7,2,2,4,1,>50K
15935,31,55,2,1,2,0,4,1,<=50K
15936,27,40,2,7,1,3,4,0,>50K
15937,44,30,2,6,2,5,4,0,<=50K
15938,37,40,0,3,2,9,4,1,<=50K
15939,39,60,2,6,2,2,4,1,<=50K
15940,18,20,2,4,1,11,2,0,<=50K
15941,42,40,2,6,2,5,4,1,>50K
15942,49,40,2,1,2,2,4,1,>50K
15943,35,36,2,6,0,5,2,0,<=50K
15944,43,99,2,6,2,13,1,1,<=50K
15945,43,60,2,0,2,9,4,1,>50K
15946,31,40,2,1,2,2,4,1,>50K
15947,27,40,2,1,1,7,4,1,<=50K
15948,46,40,1,1,0,0,4,0,<=50K
15949,54,44,2,6,2,11,4,1,<=50K
15950,53,40,1,1,2,10,4,1,>50K
15951,59,55,0,0,2,9,4,1,>50K
15952,36,40,1,1,4,0,2,1,<=50K
15953,32,40,2,6,2,6,4,1,>50K
15954,53,40,1,3,2,9,4,1,>50K
15955,26,40,2,6,1,0,2,0,<=50K
15956,35,40,2,6,2,7,4,0,>50K
15957,48,40,2,6,0,3,1,0,<=50K
15958,30,40,1,1,4,5,2,1,<=50K
15959,38,40,2,4,2,2,4,1,>50K
15960,58,10,0,6,2,3,4,0,>50K
15961,30,40,2,7,4,9,4,0,<=50K
15962,68,10,0,6,2,3,4,1,<=50K
15963,26,40,1,1,1,9,2,0,<=50K
15964,26,40,1,1,1,9,4,0,<=50K
15965,48,47,2,1,0,3,4,1,<=50K
15966,55,37,2,6,0,11,4,0,<=50K
15967,41,50,2,4,2,2,4,1,>50K
15968,52,36,2,6,2,11,4,1,<=50K
